element_id,name,category,query_label,tfidf_x,tfidf_y,hash_x,hash_y,tfidf_kmeans_cluster,hashing_kmeans_cluster
way/4268231,Lowlands Recreation Ground,park relaxed,parks,0.5059642199914691,-0.2654982310790283,0.44381628048966204,0.4571264310137312,0,2
way/4268233,The Grove Open Space,park relaxed,parks,0.5408601072636502,-0.23242525177036655,0.38947322053776956,0.30609941155255505,0,2
way/4270104,Barkingside Recreation Ground,park relaxed,parks,0.6037370124000984,0.049906457971024984,0.5722002469111029,0.03769835403837867,0,2
way/4271516,Mandeville Parkway,park relaxed,parks,0.677028270565737,-0.36292026509383135,0.40726461608494646,0.44491046170210263,0,2
way/4272920,Crabtree Fields,park relaxed,parks,0.677028270565737,-0.36292026509383135,0.3990233969378455,0.4258945513270006,0,2
way/4274490,Chestnuts Park,park relaxed,parks,0.6806955915080293,-0.3459263598039746,0.47303633618250196,0.4893909217367749,0,2
way/4280573,Tatem Park,park relaxed,parks,0.6729088477374365,-0.3528013764255464,0.48034410986009357,0.45516564910819984,0,2
node/30442275,Bamboo Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3716621354391396,0.39627911494849144,0,0
node/207110707,Grass Garden,park relaxed,gardens,0.4627094049734709,-0.2954505000225841,0.42789113762072783,0.24449582959253913,0,0
node/207110829,Secluded Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3708408168043154,0.4245598666031203,0,0
node/207111044,Order Beds,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.3614297179639775,0.3634436391429848,0,0
node/207111138,The Duke's Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.37511807135059266,0.3884127555101274,0,0
node/207113336,The Queen's Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3722051658661856,0.43936691235084885,0,0
node/207126970,The Director's Garden,park relaxed,gardens,0.4642499980895742,-0.3509365051741326,0.41351575778333216,0.4479266995133238,0,0
node/207137399,Rock Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.37585681203962445,0.4379938615397194,0,0
node/207138240,Woodland Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3808541624522632,0.446736909004127,0,0
node/207139285,Azalea Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.4022076319125126,0.40456632352499605,0,0
node/207141757,Mediterranean Garden,park relaxed,gardens,0.46840630169547914,-0.34956492334541744,0.354291745300052,0.37388634732165976,0,0
node/207141983,Rose Garden,park relaxed,gardens,0.46840630169547914,-0.34956492334541744,0.39042533598331486,0.4263905315763744,0,0
node/207272295,Queen's Cottage Grounds,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.33114539134458637,0.2939114152890905,0,0
node/207513563,The Cockpit,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.38090028022097266,0.45377891416959415,0,0
node/370195256,Ornamental Garden,park relaxed,gardens,0.4804725363995851,-0.33976880682423277,0.39467566992866143,0.3914083897996166,0,0
node/420783220,Field of Hope,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.37764708652893414,0.3684125426426354,0,0
node/448037429,Bridge House Gardens,park relaxed,gardens,0.48172601563828454,-0.3558573221211789,0.36260412549508964,0.3396530076143624,0,0
node/702318525,Aquatic Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.35645740079012317,0.4468981442789452,0,0
node/1348978158,Winter Garden,park relaxed,gardens,0.46840630169547914,-0.34956492334541744,0.35372493065483274,0.371180392526799,0,0
node/1348978159,Conservation Area,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.3460048357097988,0.3591832127191067,0,0
node/1348978160,Berberis Dell,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.37824480652127856,0.32375235837109034,0,0
node/1348978161,Woodland Glade,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.34274481065436074,0.3892796487014427,0,0
node/1348978162,Redwood Grove,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.37569118535776835,0.3912734498624912,0,0
node/1348978163,Rhododendron Dell,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.3357142504437741,0.3412952470348456,0,0
node/1348978164,Student Vegetable Plots,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.3221251325294287,0.31319640417119143,0,0
node/1982055860,Nannies' Lawn,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.33802139009711646,0.36410220399691967,0,0
node/1982085230,The Meadow,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.39087248710809475,0.42565821164344936,0,0
